Make,Model,MakeCode,FamilyCode,YearGroup,MonthGroup,SequenceNum,Description,CurrentRelease,ImportFlag,LimitedEdition,Series,SeriesModelYear,BadgeDescription,BadgeSecondaryDescription,BodyStyleDescription,BodyConfigDescription,WheelBaseConfig,Roofline,ExtraIdentification,DriveDescription,DriveCode,GearTypeDescription,GearLocationDescription,GearNum,DoorNum,EngineSize,EngineDescription,Cylinders,FuelTypeDescription,InductionDescription,OptionCategory,CamDescription,EngineTypeDescription,FuelCapacity,FuelDeliveryDescription,MethodOfDeliveryDescription,GrossCombinationMAss,GrossVehicleMass,VIN,WheelBase,Height,Length,Width,KerbWeight,TareMass,PayLoad,Power,PowerRPMFrom,PowerRPMTo,Torque,TorqueRPMFrom,TorqueRPMTo,RonRating,SeatCapacity,ModelCode,BuildCountryOriginDescription,ValvesCylinder,EngineCycleDescription,EngineConfigurationDescription,EngineLocation,EngineNum,Acceleration,FrontTyreSize,RearTyreSize,FrontRimDesc,RearRimDesc,TowingBrakes,TowingNoBrakes,WarrantyCustAssist,FreeScheduledService,WarrantyYears,WarrantyKM,FirstServiceKM,FirstServiceMonths,RegServiceMonths,AltEngEngineType,AltEngBatteryType,AltEngCurrentType,AltEngAmpHours,AltEngVolts,AltEngChargingMethod,AltEngPower,AltEngPowerFrom,AltEngPowerTo,AltEngTorque,AltEngTorqueFrom,AltEngTorqueTo,AltEngDrive,NormalChargeMins,QuickChargeMins,NormalChargeVoltage,QuickChargeVoltage,KMRangeElectricEng,ElectricEngineLocation,TopSpeedElectricEng,GreenhouseRating,AirpollutionRating,OverallGreenStarRating,CO2Combined,CO2Urban,CO2ExtraUrban,FuelUrban,FuelExtraurban,FuelCombined,EmissionStandard,MaxEthanolBlend,AncapRating,VFactsClass,VFactsSegment,VFactsPrice,IsPPlateApproved,AverageKM,GoodKM,AvgWholesale,AvgRetail,GoodWholesale,GoodRetail,TradeMin,TradeMax,PrivateMax,NewPrice,Colour,Branch,SaleCategory,Sold_Date,Compliance_Date,Age_Comp_Months,KM,Sold_Amount,Aging,AgingMonths,Age_Comp_Months_Fixed,KM per Year,RelativePower,RelativeTorque
Hyundai,iLoad,HYUN,ILOAD,2013,0,1,TQ2-V MY13 Van 5dr. Man 6sp 1113kg 2.5DT,F,L,F,TQ2-V,MY13,,,Van,,,,,Rear Wheel Drive,RWD,Manual,Dash,6.0,5,2497,2.5,4,Diesel,Turbo Intercooled,VAN,Double Overhead Cam,Piston,75.0,Direct Injection,Electronic,5160.0,3160.0,KMFWBX7K#DU######,3200.0,1935.0,5125.0,1920.0,2047.0,2028.0,1113.0,100.0,,3800.0,343.0,1500.0,2500.0,,3,,SOUTH KOREA,4.0,4 Stroke,In-line,Front,D4CB* ######,,215/70 R16,215/70 R16,16x6.5,16x6.5,2000.0,750.0,Roadside Assistance,,5.0,160000.0,1500.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,6.0,3.0,2.5,212.0,268.0,179.0,10.2,6.8,8.0,,,,Light Commercial,Vans/CC,2.5t-3.5t,T,120.0,80.0,17300.0,21100.0,19400.0,23500.0,15200.0,17500.0,21500.0,35490.0,White,Geebung (QLD),Dealer Only Auction,2017-08-23 00:00:00.000,03/2013,53.0,143777.0,15000.0,4,48,48.0,35944.25,0.048851978505129456,0.16756228627259404
Toyota,Hilux,TOYO,HILUX,2014,0,22,KUN26R MY14 SR5 Utility Double Cab 4dr Auto 5sp 4x4 835kg 3.0DT,F,L,F,KUN26R,MY14,SR5,,Utility,Dual Cab,,,,4X4 Dual Range,4XD,Automatic,Floor,5.0,4,2982,3.0,4,Diesel,Turbo Intercooled,CC,Double Overhead Cam,Piston,76.0,Direct Injection,Electronic Sequential,5280.0,2780.0,MR0FZ29GX00######,3085.0,1860.0,5260.0,1835.0,1960.0,1890.0,835.0,126.0,,3600.0,360.0,1400.0,3200.0,,5,KUN26R-PRASYQ,THAILAND,4.0,4 Stroke,In-line,Front,1KD-#######,,265/65 R17,265/65 R17,17x7.0,17x7.0,2500.0,750.0,,,3.0,100000.0,5000.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,5.0,3.0,,230.0,,,11.1,7.3,8.7,,,5.0,Light Commercial,PU/CC 4x4,,T,90.0,60.0,33500.0,39550.0,36700.0,43200.0,30600.0,34100.0,40000.0,54490.0,Grey,Geebung (QLD),Dealer Only Auction,2016-10-19 00:00:00.000,08/2014,26.0,149551.0,33194.0,2,24,24.0,74775.5,0.06428571428571428,0.1836734693877551
Toyota,Camry,TOYO,CAMRY,2015,4,6,ASV50R Altise Sedan 4dr Spts Auto 6sp 2.5i (Apr),F,L,F,ASV50R,,Altise,,Sedan,,,,Apr,Front Wheel Drive,FWD,Sports Automatic,Floor,6.0,4,2494,2.5,4,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,70.0,Multi-Point Injection,Electronic Sequential,3300.0,2100.0,6T1BF3FK90#######,2775.0,1470.0,4850.0,1835.0,1465.0,1420.0,635.0,133.0,,6000.0,231.0,,4100.0,91.0,5,ASV50R-DETDKQ,AUSTRALIA,4.0,4 Stroke,In-line,Front,2AR-#######,,215/60 R16,215/60 R16,16x6.5,16x6.5,1200.0,500.0,,,3.0,100000.0,5000.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,6.5,6.5,3.5,183.0,255.0,142.0,10.9,6.0,7.8,Euro 4,E10,5.0,Passenger,Medium,< $60K,T,50.0,30.0,14250.0,17550.0,16000.0,19600.0,12500.0,14400.0,17800.0,26490.0,061 - Diamond White (T),Belmore (NSW),Dealer Only Auction,2017-05-17 00:00:00.000,09/2015,20.0,53790.0,14750.0,2,24,20.0,32274.0,0.09078498293515358,0.157679180887372
Mazda,3,MAZD,3,2012,0,1,BL10F2 Neo Hatchback 5dr Activematic 5sp 2.0i,F,L,F,BL10F2,,Neo,,Hatchback,,,,,Front Wheel Drive,FWD,Sports Automatic,Floor,5.0,5,1999,2.0,4,Petrol - Unleaded ULP,Aspirated,PASS,Double Overhead Cam,Piston,55.0,Multi-Point Injection,Electronic Sequential,,,JM0BL10F200######,2640.0,1470.0,4460.0,1755.0,1304.0,1275.0,,108.0,,6500.0,182.0,,4500.0,91.0,5,300GAH5D,JAPAN,4.0,4 Stroke,In-line,Front,LF-######,,195/65 R15,195/65 R15,15x6.0,15x6.0,900.0,500.0,,,3.0,-1.0,1000.0,,6.0,,,,,,,,,,,,,,,,,,,,,6.5,6.5,3.5,193.0,266.0,149.0,11.3,6.3,8.2,Euro 4,,5.0,Passenger,Small,< $40K,T,130.0,80.0,8650.0,11400.0,10150.0,13150.0,7500.0,9100.0,11800.0,22330.0,Blue,Hobart (TAS),Special Fixed Price,2016-01-23 00:00:00.000,08/2012,41.0,34515.0,14040.0,4,48,41.0,10101.951219512195,0.08282208588957055,0.13957055214723926
Audi,Q7,AUDI,Q7,2008,0,2,MY08 TDI Wagon 5dr Spts Auto 6sp quattro 3.0DT,F,L,F,,MY08,TDI,,Wagon,,,,,Four Wheel Drive,4WD,Sports Automatic,Floor,6.0,5,2967,3.0,6,Diesel,Turbo Intercooled,SUV,Double Overhead Cam,Piston,100.0,Direct Injection,Electronic Sequential,6490.0,2990.0,WAUZZZ4LX8D######,3002.0,1737.0,5086.0,1983.0,2295.0,2295.0,695.0,176.0,4000.0,4400.0,550.0,2000.0,2250.0,,5,4LB0ML,SLOVAKIA,4.0,4 Stroke,V60,Front,CAS######,8.5,235/60 R18,235/60 R18,18x7.5,18x7.5,3500.0,750.0,3yr Roadside,,3.0,100000.0,15000.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,5.5,3.0,2.5,239.0,298.0,206.0,11.3,7.8,9.1,Euro 4,,4.0,SUV,Large,> $70K,T,230.0,140.0,20150.0,24350.0,23100.0,27650.0,18000.0,21100.0,25400.0,88542.0,Black,Dubbo (NSW),Auction,2017-09-21 00:00:00.000,09/2008,108.0,114112.0,22000.0,9,108,108.0,12679.111111111111,0.0766884531590414,0.23965141612200436
Toyota,Kluger,TOYO,KLUGER,2012,1,0,GSU40R MY12 KX-R Wagon 5dr Spts Auto 5sp 2WD 3.5i,F,L,F,GSU40R,MY12,KX-R,,Wagon,,,,,Front Wheel Drive,FWD,Sports Automatic,Floor,5.0,5,3456,3.5,6,Petrol - Unleaded ULP,Aspirated,SUV,DOHC with VVT,Piston,72.0,Multi-Point Injection,Electronic Sequential,4630.0,2630.0,JTEDS41A102######,2790.0,1730.0,4785.0,1910.0,1830.0,1805.0,800.0,201.0,,6200.0,337.0,,4700.0,91.0,5,GSU40R-BRANKQ,JAPAN,4.0,4 Stroke,V60,Front,2GR-#######,8.0,245/65 R17,245/65 R17,17x7.5,17x7.5,2000.0,700.0,,,3.0,100000.0,5000.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,5.0,5.5,3.0,259.0,350.0,206.0,15.0,8.7,11.0,,,5.0,SUV,Large,< $70K,T,130.0,80.0,15150.0,18600.0,17100.0,20850.0,13300.0,15400.0,19000.0,39990.0,1F7 - Silver Pearl (T),Geebung (QLD),Auction,2016-01-11 00:00:00.000,12/2012,37.0,84499.0,21000.0,4,48,37.0,27405.08108108108,0.10983606557377049,0.18415300546448088
Toyota,Camry,TOYO,CAMRY,2016,0,0,ASV50R Altise Sedan 4dr Spts Auto 6sp 2.5i,F,L,F,ASV50R,,Altise,,Sedan,,,,,Front Wheel Drive,FWD,Sports Automatic,Floor,6.0,4,2494,2.5,4,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,70.0,Multi-Point Injection,Electronic Sequential,3300.0,2100.0,6T1BF3FK90#######,2775.0,1470.0,4850.0,1835.0,1465.0,1420.0,635.0,133.0,,6000.0,231.0,,4100.0,91.0,5,ASV50R-DETDKQ,AUSTRALIA,4.0,4 Stroke,In-line,Front,2AR-#######,,215/60 R16,215/60 R16,16x6.5,16x6.5,1200.0,500.0,,,3.0,100000.0,5000.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,183.0,255.0,142.0,10.9,6.0,7.8,Euro 4,E10,5.0,Passenger,Medium,< $60K,T,25.0,15.0,15350.0,18850.0,17200.0,20950.0,13500.0,15500.0,19100.0,26490.0,061 - Diamond White (T),Geebung (QLD),Fixed Price,2018-01-13 00:00:00.000,08/2016,17.0,29301.0,16853.0,2,24,17.0,20683.05882352941,0.09078498293515358,0.157679180887372
Ford,Ranger,FORD,RANGER,2012,0,12,PX XLT Hi-Rider Utility Double Cab 4dr Spts Auto 6sp 4x2 1134kg 3.2DT,F,L,F,PX,,XLT,Hi-Rider,Utility,Dual Cab,,,,Rear Wheel Drive,RWD,Sports Automatic,Floor,6.0,4,3198,3.2,5,Diesel,Turbo Intercooled,CC,Double Overhead Cam,Piston,80.0,Direct Injection,Electronic Sequential,5950.0,3200.0,MNAUMFF50C*######,3220.0,1821.0,5351.0,1850.0,2066.0,1896.0,1134.0,147.0,,3000.0,470.0,1500.0,2750.0,,5,,THAILAND,4.0,4 Stroke,In-line,Front,P5AT-######,,265/65 R17,265/65 R17,17x8.0,17x8.0,3350.0,750.0,1 year roadside,,3.0,100000.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,239.0,,,,,8.9,,,5.0,Light Commercial,PU/CC 4X2,,T,150.0,100.0,21200.0,25550.0,23750.0,28350.0,19000.0,21700.0,26100.0,46490.0,Silver,Hobart (TAS),Auction,2017-01-10 00:00:00.000,11/2012,50.0,153868.0,26250.0,5,60,50.0,36928.32,0.07115198451113262,0.22749273959341723
Toyota,Camry,TOYO,CAMRY,2014,10,13,ASV50R Altise Sedan 4dr Spts Auto 6sp 2.5i (Oct),F,L,F,ASV50R,,Altise,,Sedan,,,,Oct,Front Wheel Drive,FWD,Sports Automatic,Floor,6.0,4,2494,2.5,4,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,70.0,Multi-Point Injection,Electronic Sequential,3300.0,2100.0,6T1BF3FK90#######,2775.0,1470.0,4815.0,1825.0,1465.0,1420.0,635.0,133.0,,6000.0,231.0,,4100.0,91.0,5,ASV50R-DETDKQ,AUSTRALIA,4.0,4 Stroke,In-line,Front,2AR-#######,9.3,215/60 R16,215/60 R16,16x6.5,16x6.5,1200.0,500.0,,,3.0,100000.0,5000.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,6.5,6.5,3.5,183.0,255.0,142.0,10.9,6.0,7.8,Euro 4,E10,5.0,Passenger,Medium,< $60K,T,75.0,45.0,12250.0,15250.0,13900.0,17150.0,10800.0,12500.0,15500.0,30490.0,061 - Diamond White (T),Sunshine (VIC),Dealer Only Auction,2016-01-20 00:00:00.000,12/2014,13.0,21273.0,16600.0,2,24,13.0,19636.615384615387,0.09078498293515358,0.157679180887372
Holden,Caprice,HOLD,CAPRICE,2007,0,1,WM Sedan 4dr. Spts Auto 6sp 6.0i,F,L,F,WM,,,,Sedan,,,,,Rear Wheel Drive,RWD,Sports Automatic,Floor,6.0,4,5967,6.0,8,Petrol - Unleaded ULP,Aspirated,PASS,Pushrod,Piston,73.0,Multi-Point Injection,Electronic Sequential,,,6G1MZ55708L######,3009.0,1480.0,5160.0,2100.0,1661.9049518435645,1878.0,,270.0,,5700.0,530.0,,4400.0,91.0,5,8EY19-428,AUSTRALIA,2.0,4 Stroke,V90,Front,AH1 #########,,245/45 R18,245/45 R18,18x8.0,18x8.0,2100.0,1000.0,3yr Roadside,,3.0,100000.0,15000.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,2.5,5.0,2.0,344.0,,,,,14.4,,,,Passenger,Upper Large,< $100K,F,250.0,150.0,8400.0,11800.0,10000.0,14000.0,7100.0,9000.0,12100.0,70990.0,Gold,Tamworth (NSW),Auction,2017-10-12 00:00:00.000,09/2007,121.0,123793.0,6750.0,10,120,120.0,12379.3,0.16246416481308804,0.31891113833680246
Toyota,Camry,TOYO,CAMRY,2013,0,0,ASV50R Altise Sedan 4dr Spts Auto 6sp 2.5i,F,L,F,ASV50R,,Altise,,Sedan,,,,,Front Wheel Drive,FWD,Sports Automatic,Floor,6.0,4,2494,2.5,4,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,70.0,Multi-Point Injection,Electronic Sequential,3300.0,2100.0,6T1BF3FK90#######,2775.0,1470.0,4815.0,1825.0,1465.0,1420.0,635.0,133.0,,6000.0,231.0,,4100.0,91.0,5,ASV50R-DETDKQ,AUSTRALIA,4.0,4 Stroke,In-line,Front,2AZR-#######,9.3,215/60 R16,215/60 R16,16x6.5,16x6.5,1200.0,500.0,,,3.0,100000.0,5000.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,6.5,6.5,3.5,183.0,255.0,142.0,10.9,6.0,7.8,Euro 4,E10,5.0,Passenger,Medium,< $60K,T,100.0,60.0,9700.0,12650.0,11450.0,14450.0,8500.0,10300.0,13000.0,30490.0,061 - Diamond White (T),Adelaide (SA),Auction,2016-11-02 00:00:00.000,04/2013,43.0,164121.0,9700.0,3,36,36.0,54707.0,0.09078498293515358,0.157679180887372
Ford,Falcon Ute,FORD,FALCONU,2016,0,11,FG X XR6 Ute Super Cab 2dr Spts Auto 6sp 542kg 4.0i,F,L,F,FG X,,XR6,,Utility,Extended Cab,,,,Rear Wheel Drive,RWD,Sports Automatic,Floor,6.0,2,3984,4.0,6,Petrol - Unleaded ULP,Aspirated,CC,DOHC with VVT,Piston,81.0,Multi-Point Injection,Electronic Sequential,4395.0,2325.0,6FPAAAJGCM8R#####,3103.0,1489.0,5056.0,1934.0,1788.0,,542.0,195.0,,6000.0,391.0,,3250.0,91.0,2,mTUI95E,AUSTRALIA,4.0,4 Stroke,In-line,Front,JGCM8R#####,,245/40 R18,245/40 R18,18x8.0,18x8.0,2300.0,750.0,1 year roadside,,3.0,100000.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,249.0,355.0,185.0,15.0,7.8,10.5,Euro 4,E10,5.0,Light Commercial,PU/CC 4X2,,T,20.0,10.0,21150.0,25450.0,23450.0,28000.0,19000.0,21400.0,25700.0,33740.0,Lightning Strike,Chullora (NSW),Pickles Online,2018-01-22 00:00:00.000,03/2016,22.0,24714.0,28500.0,2,24,22.0,13480.363636363636,0.10906040268456375,0.2186800894854586
Isuzu,D-MAX,ISUZ,D-MAX,2012,0,8,MY11 SX Cab Chassis Dual Cab 4dr Man 5sp 4x4 1070kg 3.0DT,F,L,F,,MY11,SX,,Cab Chassis,Dual Cab,,,,4X4 Dual Range,4XD,Manual,Floor,5.0,4,2999,3.0,4,Diesel,Turbo Intercooled,CC,Double Overhead Cam,Piston,76.0,Direct Injection,Electronic Sequential,5900.0,2900.0,MP1TFS85JCT######,3200.0,1735.0,4905.0,1800.0,1830.0,,1070.0,120.0,,3600.0,360.0,1800.0,2800.0,,5,GORZA017,THAILAND,4.0,4 Stroke,In-line,Front,4JJ1 **####,,245/70 R16 LT,245/70 R16 LT,16x7.0,16x7.0,3000.0,750.0,3yr/100000km Roadsid,,3.0,100000.0,3000.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,5.5,3.0,2.5,222.0,277.0,191.0,10.5,7.2,8.4,Euro 4,,3.0,Light Commercial,PU/CC 4x4,,T,150.0,100.0,17400.0,21250.0,19600.0,23700.0,15200.0,17600.0,21700.0,38700.0,White,Rockhampton (QLD),Auction,2017-01-25 00:00:00.000,10/2012,51.0,80613.0,26000.0,5,60,51.0,18967.764705882353,0.06557377049180328,0.19672131147540983
Holden,Cruze,HOLD,CRUZE,2014,0,1,JH Series II MY14 Equipe Sedan 4dr. Spts Auto 6sp 1.8i,F,L,F,JH Series II,MY14,Equipe,,Sedan,,,,,Front Wheel Drive,FWD,Sports Automatic,Floor,6.0,4,1796,1.8,4,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,60.0,Multi-Point Injection,Electronic Sequential,,,6G1P?#E**EL######,2685.0,1477.0,4615.0,1797.0,1409.0,1370.0,,104.0,,6300.0,175.0,,3800.0,91.0,5,8PQ69114,AUSTRALIA,4.0,4 Stroke,In-line,Front,F18D4 ###### KA,,215/50 R17,215/50 R17,17x7.0,17x7.0,1200.0,695.0,1yr Roadside,,3.0,100000.0,15000.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,7.0,6.5,3.5,176.0,250.0,134.0,10.6,5.6,7.4,Euro 5,,5.0,Passenger,Small,< $40K,T,75.0,45.0,8550.0,11250.0,9900.0,12900.0,7400.0,8900.0,11600.0,22090.0,Prussian Steel,Adelaide (SA),Auction,2017-08-09 00:00:00.000,03/2014,41.0,73780.0,8300.0,3,36,36.0,24593.333333333332,0.07381121362668559,0.1242015613910575
Mazda,6,MAZD,6,2009,1,5,GH1051 MY09 Classic Hatchback 5dr Man 6sp 2.5i,F,L,F,GH1051,MY09,Classic,,Hatchback,,,,,Front Wheel Drive,FWD,Manual,Floor,6.0,5,2488,2.5,4,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,64.0,Multi-Point Injection,Electronic Sequential,,,JM0GH105100######,2725.0,1440.0,4735.0,1795.0,1451.0,1410.0,,125.0,,6000.0,226.0,,4000.0,91.0,5,600G6H5S,JAPAN,4.0,4 Stroke,In-line,Front,L5-######,,215/50 R17,215/50 R17,17x7.0,17x7.0,1500.0,550.0,,,3.0,-1.0,10000.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,6.5,6.5,3.5,204.0,,,,,8.4,,,5.0,Passenger,Medium,< $60K,T,200.0,120.0,5600.0,8150.0,7300.0,9800.0,5000.0,6600.0,8900.0,33400.0,Blue,Geebung (QLD),Fixed Price,2016-12-05 00:00:00.000,11/2009,85.0,87268.0,9400.0,7,84,84.0,12466.857142857143,0.08614748449345279,0.15575465196416263
Ford,Focus,FORD,FOCUS,2013,0,6,LW MKII Trend Hatchback 5dr PwrShift 6sp 2.0DT,F,L,F,LW MKII,,Trend,,Hatchback,,,,,Front Wheel Drive,FWD,Sports Automatic Dual Clutch,Floor,6.0,5,1997,2.0,4,Diesel,Turbo Intercooled,PASS,Double Overhead Cam,Piston,60.0,Direct Injection,Electronic Sequential,,,MPBKXXMXBKBE#####,2648.0,1484.0,4558.0,1823.0,1661.9049518435645,1490.0,,120.0,,3750.0,340.0,2000.0,3250.0,,5,,THAILAND,4.0,4 Stroke,In-line,Front,????-#######,,205/60 R16,205/60 R16,16x7.0,16x7.0,,,,,3.0,100000.0,,,12.0,,,,,,,,,,,,,,,,,,,,,7.5,5.0,3.5,142.0,179.0,121.0,6.8,4.6,5.4,Euro 4,,5.0,Passenger,Small,< $40K,T,100.0,60.0,9800.0,12750.0,11550.0,14550.0,8600.0,10400.0,13100.0,28090.0,Silver,Belmore (NSW),Auction,2016-11-15 00:00:00.000,09/2013,38.0,70842.0,9700.0,3,36,36.0,23614.0,0.07220629547248357,0.20458450383870344
Mitsubishi,Pajero,MITS,PAJERO,2015,0,2,NX MY15 GLX Wagon 7st 5dr Spts Auto 5sp 4x4 3.2DT,F,L,F,NX,MY15,GLX,,Wagon,,,,,4X4 Dual Range,4XD,Sports Automatic,Floor,5.0,5,3200,3.2,4,Diesel,Turbo Intercooled,SUV,Double Overhead Cam,Piston,88.0,Direct Injection,Electronic Sequential,6030.0,3030.0,JMFLNV98WFJ######,2780.0,1900.0,4900.0,1875.0,2255.0,,775.0,147.0,,3800.0,441.0,,2000.0,,7,NX6W46,JAPAN,4.0,4 Stroke,In-line,Front,4M41U#######,,265/60 R18,265/60 R18,18x7.5,18x7.5,3000.0,750.0,1yr Roadside,,5.0,100000.0,1500.0,,12.0,,,,,,,,,,,,,,,,,,,,,5.5,3.0,2.5,239.0,286.0,212.0,10.8,8.0,9.0,Euro 4,,5.0,SUV,Large,< $70K,T,50.0,30.0,30700.0,36300.0,33600.0,39650.0,28000.0,31100.0,36600.0,53990.0,White,Belmore (NSW),Special Fixed Price,2016-08-12 00:00:00.000,04/2015,16.0,90804.0,28000.0,1,12,12.0,90804.0,0.06518847006651884,0.19556541019955653
Holden,Berlina,HOLD,BERLINA,2009,0,3,VE MY09.5 Sportwagon 5dr. Auto 4sp 3.6i,F,L,F,VE,MY09.5,,,Wagon,,,,,Rear Wheel Drive,RWD,Automatic,Floor,4.0,5,3565,3.6,6,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,73.0,Multi-Point Injection,Electronic Sequential,,,6G1EK85B#9L######,2915.0,1476.0,4897.0,1899.0,1900.0,1851.0,,175.0,,6500.0,325.0,,2400.0,91.0,5,8EL35-254,AUSTRALIA,4.0,4 Stroke,V60,Front,,,225/55 R17,225/55 R17,17x7.0,17x7.0,2100.0,1000.0,3yr Roadside,,3.0,100000.0,15000.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,5.0,8.5,3.5,256.0,344.0,204.0,14.5,8.6,10.7,,,5.0,Passenger,Large,< $70K,T,200.0,120.0,6200.0,8750.0,7900.0,10500.0,5300.0,7100.0,9600.0,44790.0,White,Sunshine (VIC),Auction,2017-05-11 00:00:00.000,08/2009,93.0,150470.0,6300.0,8,96,93.0,19415.483870967742,0.09210526315789473,0.17105263157894737
Toyota,Landcruiser,TOYO,LANDCRU,2009,8,28,VDJ76R MY10 Workmate Wagon 5dr Man 5sp 4x4 4.5DT,F,L,F,VDJ76R,MY10,Workmate,,Wagon,,,,,4X4 Dual Range,4XD,Manual,Floor,5.0,5,4461,4.5,8,Diesel,Turbo Intercooled,SUV,Double Overhead Cam,Piston,90.0,Direct Injection,Electronic,6500.0,3000.0,JTEEV73J####1####,2730.0,1955.0,4870.0,1790.0,2220.0,2110.0,780.0,151.0,,3400.0,430.0,1200.0,3200.0,,5,VDJ78R-RKMNYQ,JAPAN,4.0,4 Stroke,V90,Front,1VD-#######,,7.50 R16 LT 8PR,7.50 R16 LT 8PR,16x5.5,16x5.5,3500.0,750.0,,,3.0,100000.0,5000.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,3.5,3.0,2.0,313.0,,,,,11.9,,,,SUV,Upper Large,< $100K,F,240.0,160.0,25150.0,31650.0,28300.0,35450.0,22600.0,26100.0,31900.0,58540.0,058 - White solid (T),Darwin (NT),Auction,2017-05-25 00:00:00.000,11/2009,90.0,79992.0,32500.0,8,96,90.0,10665.6,0.06801801801801802,0.19369369369369369
Toyota,Corolla,TOYO,COROLLA,2013,0,1,ZRE182R Ascent Hatchback 5dr S-CVT 7sp 1.8i,F,L,F,ZRE182R,,Ascent,,Hatchback,,,,,Front Wheel Drive,FWD,Constantly Variable Transmission,Floor,7.0,5,1798,1.8,4,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,50.0,Multi-Point Injection,Electronic Sequential,,,JTNKU3JE501######,2600.0,1460.0,4275.0,1760.0,1275.0,1245.0,,103.0,,6400.0,173.0,,4000.0,91.0,5,ZRE182R-AHXDKQ,JAPAN,4.0,4 Stroke,In-line,Front,2ZR-#######,,205/55 R16,205/55 R16,16x6.5,16x6.5,1300.0,450.0,,,3.0,100000.0,5000.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,7.5,8.5,5.0,152.0,197.0,127.0,8.5,5.4,6.6,Euro 4,E10,5.0,Passenger,Small,< $40K,T,100.0,60.0,10550.0,12600.0,12350.0,14350.0,9300.0,11100.0,13400.0,21990.0,040 - Glacier White (T),Perth (WA),Dealer Only Auction,2016-11-17 00:00:00.000,09/2013,38.0,75957.0,10000.0,3,36,36.0,25319.0,0.08078431372549019,0.13568627450980392
Toyota,Landcruiser,TOYO,LANDCRU,2008,0,13,VDJ76R GXL Wagon 5dr Man 5sp 4x4 4.5DT,F,L,F,VDJ76R,,GXL,,Wagon,,,,,4X4 Dual Range,4XD,Manual,Floor,5.0,5,4461,4.5,8,Diesel,Turbo Intercooled,SUV,Double Overhead Cam,Piston,90.0,Direct Injection,Electronic,6500.0,3000.0,JTEEV73J####1####,2730.0,1940.0,4770.0,1870.0,2220.0,,780.0,151.0,,3400.0,430.0,1200.0,3200.0,,5,VDJ78R-RKMNYQ,JAPAN,4.0,4 Stroke,V90,Front,1VD-#######,,265/70 R16 LT,265/70 R16 LT,16x7.0,16x7.0,3500.0,750.0,,,3.0,100000.0,5000.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,3.5,3.0,2.0,313.0,,,,,11.9,,,,SUV,Upper Large,< $100K,F,270.0,180.0,23200.0,29350.0,26400.0,33100.0,20800.0,24300.0,29800.0,58490.0,Silver,Hobart (TAS),Auction,2017-07-18 00:00:00.000,12/2008,103.0,223391.0,25750.0,9,108,103.0,26026.135922330097,0.06801801801801802,0.19369369369369369
Toyota,Hilux,TOYO,HILUX,2006,8,31,TGN16R MY07 Workmate Utility Dual Cab 6st 4dr Man 5sp 1175kg 2.7i,F,L,F,TGN16R,MY07,Workmate,,Utility,Dual Cab,,,,Rear Wheel Drive,RWD,Manual,Floor,5.0,4,2694,2.7,4,Petrol - Unleaded ULP,Aspirated,CC,DOHC with VVT,Piston,76.0,Multi-Point Injection,Electronic Sequential,4600.0,2710.0,MR0EX12G100######,3085.0,1695.0,5130.0,1760.0,1535.0,1459.0,1175.0,118.0,,5200.0,241.0,,3800.0,91.0,6,TGN16R-PRMDKQ,THAILAND,4.0,4 Stroke,In-line,Front,2TR-#######,,195 R14 C,195 R14 C,14x5.5,14x5.5,2250.0,750.0,,,3.0,100000.0,5000.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,262.0,,,,,11.0,,,,Light Commercial,PU/CC 4X2,,T,330.0,220.0,6450.0,9000.0,8350.0,11000.0,5500.0,7500.0,10000.0,26490.0,040 - Glacier White (T),Belmore (NSW),Auction,2016-12-07 00:00:00.000,11/2006,121.0,214292.0,7100.0,10,120,120.0,21429.2,0.07687296416938111,0.15700325732899023
